"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
18767,17596,15942,17178,19952,24591,21277,20894,26390,27919,26282,24237,28220,31365,28803,22996,21062,19738,14886,15851,17211,4634,5445,0,7913,10187,12031,12809,10208,11654,15768,13856,16793,23383,23734,22343,25058,26538,30318,27360,30041,34839,34979,39492,33962,31533,30423,36591,36111,40530,36415,37838,30766,33254,26861,35553,28578,31222,36658,46010,43961,45867,38756,41453,42398,44452,61588,45560,45663,51733,67460,54762,42305,41400,50875,41223,36192,34178,35660,36633,49208,30173,30524,32573,28377,44029,34754,31441,30304,31798,26800,25272,32848,28119,21438,18963,25615,16762,13636,10502,12336,19885,23194,24506,29151,29844,47824,64467,34717,32917,33512,29096,25546,32582,14531,28522,45035,45591,54124,86634,41423,35535,32734,27680,5561,2999,32161,32631,29759,37191,35362,25333,22131,22022,12313,10604,12177,13339,17929,16758,14203,18302,15220,20066,17754,20696,25842,22137,25578,30635,32789,42905,33324,30907,27594,34376,54136,43094,31752,36765,55203,22829,24340,26018,26529,28069,28132,31661,29556,33337,31758,31033,31627,34266,39475,36311,94399,47547,35644,39915,41626,63699,62634,76508,59617,42142,44069,48048,46663,63340,60949,78140,77258
11570,10399,9632,12504,17861,20727,14080,13697,19987,24055,22417,20372,24356,27500,22400,16593,17704,13735,7499,8464,10014,7086,3574,7281,0,3887,6383,5795,8762,10208,14322,7831,11306,19519,22287,18479,21193,22674,26454,23496,26177,30699,31114,35628,30097,27669,24019,32726,32246,36666,30012,31435,24363,26851,20458,29150,22175,24819,30254,39607,37558,39463,32353,35049,35995,40588,55185,41696,41799,47869,63595,50897,40343,39437,47011,44695,34229,32215,33172,32769,45344,28772,26660,30085,25815,38248,28973,22311,21174,22668,17670,19491,23718,22338,15658,14138,19834,10982,7855,4721,11431,14105,17414,18725,23371,24063,42043,58686,28937,27136,27732,23316,19766,26801,20893,22741,30883,39810,53016,85525,40314,34426,26954,21899,5308,6600,29214,28044,28651,36082,34254,24224,21022,20913,12145,9496,10731,11893,16483,15311,12757,16855,13774,18958,16646,19250,24734,21029,24470,29527,31680,41797,32215,29798,26485,33267,53028,41986,30306,35318,53757,21383,22894,22637,25083,26623,24422,29459,28109,32727,30312,29587,30181,32820,38028,34865,81631,46101,34771,36051,37762,52567,51502,66858,48485,38277,40205,44184,42798,50571,49599,65372,64490
8952,7780,6109,10451,15807,18673,11461,11078,17933,22001,20364,18319,22302,25447,20346,14539,11246,14532,6676,7641,7395,11885,7832,10328,3927,0,7463,2975,10154,11601,9453,5011,8486,17465,17739,16425,19140,20620,24401,21443,24123,28646,29061,33574,28044,25615,21966,30673,30193,34612,27958,29382,22309,24798,18404,27096,20121,22765,28201,37553,35504,37410,30299,32996,33941,38534,53132,39642,39746,45815,61542,48844,38289,37384,44957,42641,32176,30162,31119,30715,43290,26719,24606,28031,23761,46740,24712,23107,21971,23464,18467,19555,24515,24405,17871,14934,21920,13067,9941,6807,13517,16191,19500,20811,25457,26149,44129,60772,31022,29222,29818,25402,21852,28887,22979,24827,32969,41896,54068,86577,41366,35478,29040,23985,6773,8769,32105,32575,29703,37134,35306,25276,22074,21965,13197,10548,12124,13285,18224,16704,14149,18248,15166,20010,17698,20642,25786,22081,25522,30579,32732,42849,33268,30850,27537,34319,54080,43038,31698,36711,62972,22775,18869,20583,26475,28015,22369,27406,29502,30673,31704,30980,31573,34213,39421,36258,79577,47493,32717,33997,35708,50513,49448,64804,46431,36224,38151,42130,40745,48518,47546,63318,62436
12711,11540,8758,15276,20632,23498,15221,14838,20334,26826,25189,23144,27127,30272,22747,16940,15006,16628,12644,14385,11155,13097,9585,11932,6052,6475,0,6753,5035,10011,14124,8788,15149,22290,22090,21250,23965,25445,29225,26267,28948,33471,33886,38399,32869,30440,24367,35498,35018,37287,30359,31782,24710,27198,20805,29497,22522,25166,30602,39954,37905,39811,32700,35397,36342,43359,55532,44688,44792,50860,66588,53890,40661,39756,49782,47466,34548,32534,35943,35540,48115,31544,29431,32856,28586,51245,27113,26710,25574,27969,22972,24060,29019,31290,25350,18861,25658,16805,13679,10545,17255,19929,23238,24549,29195,29887,47867,64510,34760,32960,33556,29139,25590,32625,26717,43972,43389,47739,52478,84987,39777,33888,44628,27723,9585,10373,30515,30985,28113,35545,33716,23686,20484,20376,11607,8958,10534,11696,16285,15114,12559,16658,13576,18420,16108,19052,24196,20491,23932,28989,31143,41259,31678,29260,25947,32729,52490,41448,30108,35121,61382,21185,22696,24374,24885,26425,26488,30018,27912,31693,30114,29390,29984,32623,37831,34668,84402,45903,37542,38822,40533,62055,60990,74865,57973,41049,42976,46955,45570,53343,59305,68143,67261
5507,6513,3181,5452,11410,14277,9151,9811,15726,17604,15967,13922,17905,21050,18140,12333,9979,10526,9435,7145,6129,14640,10587,13634,6915,3780,7575,0,10266,11713,8082,2543,7115,13068,13342,12028,14743,16223,20004,17046,19726,24249,24664,29177,23647,21218,24009,26276,25796,30215,25751,27175,20102,22591,16198,24889,17914,20558,25994,35347,33297,35203,28092,30789,31734,34137,50052,35246,35349,41418,57145,44447,33892,32987,40560,38244,27779,25765,26722,26318,38894,22322,20209,23634,19364,46637,22506,22103,20966,23362,18364,19452,24412,26682,20742,12759,24675,15822,12696,9562,16272,18946,22255,23566,28212,28904,46884,63527,33777,31977,32573,28157,24607,31642,25734,27582,45091,49441,54180,86689,41479,35591,46330,26740,11287,12075,32217,32687,29815,37247,35418,25389,22186,22078,13309,10660,12236,13398,13827,17425,14261,18437,15278,20122,17810,20831,25898,22193,25634,30691,32845,42961,33380,30962,27649,34431,54192,43150,28583,33595,52034,16729,14472,16186,26587,19732,17972,23009,29614,26276,31817,31092,31686,34325,39533,33682,75180,45240,28320,29600,31311,46116,45051,60407,42034,31827,33754,37733,36348,44121,43149,58921,58039
10070,12494,7757,6971,9138,10555,18405,17555,21030,18559,16922,14877,18860,22005,26504,17669,16292,17583,12305,14421,12109,14334,10822,10161,7118,6136,5495,5880,0,3789,5630,3648,6525,14023,14297,12983,15697,17178,20958,18000,20681,25204,25619,30132,24602,22173,24964,27230,26751,31170,32729,34164,27996,30485,24091,30225,24975,25894,31330,40683,38634,42520,35328,37767,37632,35092,51007,36200,36303,42373,58100,45401,34847,33941,41515,39199,28734,26720,27676,27273,39848,23276,21164,24589,20319,51973,27842,27439,26303,28698,23700,24788,29748,32018,26078,25737,26931,18078,14951,11817,18528,21201,24510,25822,30467,31159,49139,65783,36033,34232,34828,46613,26862,33897,27989,42273,41690,46040,50779,83288,38078,32190,42929,28995,5059,8602,28816,29286,26414,33846,32017,21988,18786,12481,8296,5398,5484,5704,8383,10064,7509,11608,8526,16721,12713,14002,22497,18792,22233,27290,29444,39560,29979,27561,24248,31031,50791,38977,25058,30071,48509,16135,17646,17141,19835,21375,18927,23964,22862,27231,25065,24340,24934,27573,32781,29618,76135,40853,29275,30555,32266,47071,46006,61362,42989,32782,34709,38688,37302,45076,44103,59876,58994
13067,14707,10741,12260,11854,14929,18103,19768,20728,18257,18116,14575,18558,21703,26202,19882,18505,19796,18972,16634,14322,16101,12589,11928,10848,11257,10757,7744,1865,0,3274,5513,5123,13721,15080,12681,15396,16876,20656,17698,20379,26186,26938,29830,25177,21871,24662,26929,26449,30868,32427,33862,27694,30183,23790,28842,24673,28107,33543,42896,40847,42219,35026,37465,37331,34790,50705,35898,36002,42071,57798,45100,33652,32746,41213,32570,27538,25524,27007,26971,39546,21519,20862,23920,19724,54187,30055,29652,28516,30911,25913,27001,31961,34231,28291,27950,28698,19845,16719,13584,20295,22968,26277,27589,32234,32926,50906,67550,37800,36000,36595,48380,28629,35665,29756,44041,43457,47807,52546,85056,39845,33957,44696,30763,6827,10370,30583,31053,28182,35613,33784,23755,20553,14223,10038,7140,4152,2374,5053,8104,5549,9648,7194,18489,10153,12043,23488,20560,24000,29057,31211,41327,31746,29329,26016,32798,52558,37017,23099,28111,46549,14175,15686,17364,17876,19416,19479,23008,20902,24684,23105,22380,22974,25613,30821,27658,75833,38894,28973,30253,31964,55045,53980,67855,50963,32480,34407,38386,37001,44774,52295,59574,58692
12076,13276,9310,9381,8974,13354,16672,18337,19297,16638,15237,14297,17810,20710,24771,18451,17074,18365,17542,15204,12892,15918,12406,14214,8874,7891,8834,6332,4150,2410,0,4349,3201,12291,11422,11250,13965,15446,19226,16268,21882,22527,24059,28399,22298,20440,23231,25498,25018,29437,30996,32431,26263,28752,22359,27411,23243,26677,32112,41465,39416,40788,33595,36034,35900,33359,49274,34468,34571,40640,56367,43669,29993,29088,39782,28911,23880,21866,25944,25540,38116,17861,19431,22856,16065,52756,28624,28221,27085,29480,24483,25570,30530,32800,26861,26519,38005,23929,20803,17668,24379,27052,30361,31673,46269,46961,64941,71634,41884,40083,40679,36263,32713,39749,33840,47322,46738,51088,55827,87341,43126,37238,47977,34846,9112,12655,32869,33339,30467,38894,37065,26040,22838,16482,12296,9398,6437,4221,6150,9747,10211,10759,9480,20774,15457,13154,22249,21691,26286,31043,33497,43613,34032,26839,24895,35897,54844,35604,21685,26698,45136,10517,12028,13706,20174,16245,15820,18251,17320,20509,19665,24678,25272,27911,32225,29956,74402,38343,27542,28822,30533,45338,44273,59629,41257,31049,32977,36955,35570,43343,42371,58143,57261
6619,8527,4306,4101,6804,7686,14616,13587,17242,14771,13133,11089,15072,18216,22715,13702,12325,13616,12779,8898,8142,14602,13931,13373,7557,7124,7517,2774,4035,6107,5537,0,4569,10235,10509,9195,11909,13390,17170,14212,16893,21416,21830,26344,20813,18385,21176,23442,22963,27382,28941,30376,24208,26696,20303,25356,21187,21927,27363,36716,34667,38732,31540,33979,33844,31304,47219,32412,32515,38585,54311,41613,31059,30153,37727,35411,24945,22931,23888,23485,36060,19488,17376,20801,16531,48006,23875,23472,22335,24731,19733,20821,25781,28051,22111,21770,33255,19166,16040,12906,19616,22289,25598,26910,31556,32248,50228,66871,37121,35321,35916,31500,27951,34986,29078,30926,44902,49252,53991,86500,41290,35402,46141,30084,8271,11814,32028,32498,29626,37058,35229,25200,21998,15694,11508,8610,8901,8021,9661,13258,13722,14270,11943,19933,18968,16665,25709,22004,25445,30502,32656,42772,33191,30773,27461,34243,54003,38075,24156,29169,47607,12988,11638,13353,17086,16898,15138,20176,19791,23443,22135,27315,27909,30548,34696,30848,72347,40813,25487,26767,28478,43283,42218,57574,39201,28993,30921,34900,33514,41288,40315,56088,55206
10841,14857,10891,8146,7739,12119,16352,18246,18977,15403,14002,13062,16575,19475,24451,20032,18655,19946,19122,16785,14472,24328,20275,24657,16827,13468,18598,11687,7707,6112,3714,8195,0,11970,11817,11465,13645,15125,18906,15948,20647,23151,22824,28079,21063,20067,22911,25178,24698,29117,30676,32111,25943,28432,22039,27091,22922,28258,33693,43046,40997,40468,33275,35714,35580,33039,48954,34147,34251,40320,56047,43349,32794,30095,40456,38140,26681,24667,25624,26214,38789,22217,20105,22536,19260,54337,30205,29802,28666,31061,26064,27151,32111,34381,28442,28100,39585,25510,22383,19249,25960,28633,31942,33253,47850,48542,66522,73215,43465,41664,42260,37844,34294,41329,35421,47717,47134,51484,56222,97712,43521,37633,48373,36427,22310,23098,33361,33830,30959,39289,37461,26532,33209,21552,24331,14615,12529,8602,6545,10143,10607,11155,17313,19063,15852,13549,22644,22086,36656,31439,43867,53983,44402,27234,25290,36293,65214,36000,22081,27093,45532,10912,12423,14101,20569,16641,16215,22905,17715,20904,20060,25074,25668,28307,32621,30352,75076,38738,28216,29496,31207,46012,44947,60303,41930,31723,33650,37629,36244,44017,43044,58817,57935
9840,16499,12533,6988,6471,9530,12703,14598,15329,12858,11220,9175,13158,16303,20802,19476,20296,21587,20764,18426,16114,25969,21916,26298,18468,15109,20239,13329,13800,12162,11143,10712,9446,0,4153,3539,6339,9447,15257,12299,14979,16143,19917,24430,18900,16471,19262,21529,21049,25468,27027,28462,22295,24783,18390,23442,19274,24817,29620,38973,42202,36819,29626,32065,31931,29390,45305,30499,30602,36671,52398,39700,23609,22703,32493,30178,17495,15481,16273,18252,30827,14255,12143,13144,11298,55978,30314,29307,30053,32703,27705,28793,33753,36023,30083,29742,41227,27151,24025,20891,27601,30274,33583,34895,49491,50184,68163,74856,45106,43306,43901,39485,35935,42971,37062,38911,52976,55980,62065,99353,49364,43476,54215,38069,23951,24739,44881,45351,42479,45132,43303,38053,34850,34742,25973,23324,18371,14445,12388,15985,16449,16997,23155,32786,21695,19392,28487,27929,38298,37281,45509,55625,46044,33077,31132,41355,66856,41062,27143,32156,50594,7206,6676,8900,11305,10164,11094,14942,13061,18209,16354,15447,20644,20031,37683,25615,67113,31166,20254,21533,23244,38050,36985,52340,33968,23760,25688,29667,28281,36054,35082,50854,49972
10079,16738,12772,7227,6711,7853,11026,12921,13651,11181,9543,9414,13398,16542,21041,17799,20536,21827,21003,18665,16353,26209,22155,24383,18707,15348,20479,13568,14039,15339,11383,10951,9685,4275,0,3473,4234,7244,8962,12538,11448,12937,16729,24669,19139,16711,19501,21768,21288,25708,25350,26785,20617,23106,16713,21765,17597,23140,27943,37296,40525,35142,27949,30388,30254,29630,45544,26017,23397,31147,45193,32495,20403,19497,30618,19321,14289,12275,14397,16376,28951,8122,10267,11268,6475,56217,28637,27630,28376,32942,27944,29032,33992,36262,30322,29981,41466,27391,24264,21130,27840,30514,33823,35134,49731,50423,68403,91027,45346,59472,60073,55650,36175,59142,37302,51310,50727,55077,59816,93679,47115,41227,51966,53321,19282,22825,36954,37424,34552,42883,41054,30125,32223,34220,22493,19595,16607,13376,10158,13789,14117,15333,19649,32264,20030,17728,25975,26586,32624,35032,39835,49951,40370,31734,29790,35919,58304,35626,21707,26720,45158,3435,2437,4115,7533,6392,6081,8513,9289,10770,12583,11675,16872,16260,32247,18305,65238,38364,18378,19658,21369,36174,35109,50465,32092,21884,23812,27791,26405,34179,33206,48979,48097
6970,14653,10687,4213,4610,5709,8882,10777,11507,9037,7399,5354,9337,12482,16981,15655,18451,19742,18918,16580,14268,24124,20070,24453,16622,13264,18394,11483,11954,10316,9298,8866,7600,4155,4429,0,3929,6774,11436,8478,11158,13965,16096,20609,15079,12650,15441,17708,17228,21647,23206,24641,18473,20962,14569,19621,15453,20996,25799,35152,38381,32998,25805,28244,28110,25569,41484,26678,26781,32850,48577,35879,21431,20525,30315,28000,15317,13303,14095,16074,28649,12077,9965,10966,9120,51979,26493,25486,26232,28703,23706,24794,29754,32260,26321,25725,37464,25306,22179,19045,25755,28429,31738,33049,45729,46421,64401,73011,43261,41460,42056,37640,34090,41125,35217,37065,51130,54134,60219,97508,47518,41630,52369,36223,22106,22894,43035,43505,40633,43286,41457,36207,33005,32896,24127,21478,16525,12599,10542,14139,14603,15152,21310,30940,19849,17546,26641,26083,36452,35435,43663,53779,44198,31231,29287,39509,65010,39216,25297,30310,48748,7815,5559,7273,11914,12568,10659,12764,15420,16031,19062,16056,29664,20640,27638,23437,64935,28988,18076,19355,21066,35872,34807,50162,31790,21582,23510,27489,26103,33876,32904,48676,47794
12280,19060,15094,9045,9641,6588,10283,12177,12908,10437,8800,5723,9736,12881,17380,17056,22857,24148,23325,20987,18675,28530,24477,27403,21029,17670,22801,15890,16361,14723,13705,13273,12007,6092,3723,4499,0,3305,5201,5839,7508,11361,15154,21008,13548,13049,15840,18107,17627,22046,24607,26042,19874,22363,15970,21022,16853,22397,27200,36552,39782,34399,27206,29645,29510,25968,41883,24442,21821,29571,43617,30919,18827,17922,29287,26971,12714,10700,13066,15045,27621,11049,8936,9938,8091,53380,27894,26887,27633,30104,25107,26194,31154,33661,27721,27125,38865,34332,26586,23452,30162,37074,38528,46348,47130,47822,65802,83077,53298,51526,52122,47706,44125,51191,45297,54329,53746,58096,62835,96699,50134,44246,54985,46304,26512,25844,39973,40443,37571,45902,44073,33145,35242,37303,28534,22614,19626,16395,14949,16808,17136,19558,22668,35347,24256,21953,28994,29606,35643,38051,42854,52970,43389,34754,32809,38938,61323,38645,24727,29739,48177,7110,4853,6567,11208,11540,9631,11736,14392,15003,18034,15350,20547,25614,26609,22409,63907,27960,17047,18327,20038,34843,33778,49134,30761,20554,22481,26460,25075,32848,31876,47648,46766
12586,19814,15848,10790,9894,8551,11724,13619,10515,7824,6549,4952,5247,8391,12891,18498,23612,24903,24079,21741,19429,29285,25231,29613,21783,18424,23555,16644,17115,15477,14459,14027,12761,10827,6340,7805,3790,0,3487,3401,5807,7732,12894,16519,11133,8560,11351,13617,13138,17557,17699,23455,21316,23804,17411,22464,18295,23839,28641,37994,41224,31483,24373,20386,26905,21479,37394,22587,22690,28760,44486,31788,17375,16470,23787,16293,11262,9248,10205,11227,17285,13396,8625,7117,5603,54821,29336,28329,29074,31546,26548,27636,32596,35103,29163,28567,40307,35773,27340,24206,30916,38516,39969,47790,48571,49263,67243,84518,54739,52968,53564,49148,45567,52633,46739,48587,56291,65642,65380,102668,52679,46791,52786,47745,27267,28055,48196,48666,45794,48447,46618,41368,38166,38057,29288,26639,21686,17760,15703,19300,19764,20313,26471,36101,25010,22707,31802,31244,41613,40596,48824,58940,49359,36392,34448,41555,70171,41262,27343,32356,50794,9727,7470,8097,13825,11555,9646,14083,16739,17350,20380,17967,34825,22551,28956,24756,66254,30307,19394,20674,22385,37190,36125,51481,33108,22901,24828,28807,27422,35195,34223,49995,49113
16235,23463,19497,14439,13543,12200,15373,17268,14164,11473,10198,8602,8678,12041,16540,22147,27261,28552,27728,25390,23078,32934,28881,31409,25432,22074,27204,20293,20764,19126,18108,17676,16410,10346,7977,8753,5357,3649,0,5559,6178,7251,11044,15452,10630,9634,15000,23210,21579,18644,25434,28875,24965,36206,21060,26113,21944,27488,32290,41643,42365,34660,27231,22822,27991,22767,38682,20332,17711,25461,39507,26809,14717,13812,21129,13635,8604,6590,7547,8568,14627,8436,5967,4459,6031,58471,32985,31978,32723,35195,30197,31285,36245,38752,32812,32216,43956,39423,30989,27855,34565,42165,43619,51439,52220,52913,70892,88168,58388,56617,57213,52797,49216,56282,50388,58335,57752,62102,66841,100705,54140,48252,58991,51394,30916,29850,43979,44449,41577,49908,48079,37151,39248,41706,32937,26620,23632,20401,19352,20814,21142,23962,26674,39750,28659,26356,33000,33612,39649,42057,46860,56976,47395,38760,36815,42944,65329,42651,28733,33745,52183,11116,8713,9209,12313,10988,9079,9124,11780,11983,15013,16455,21652,21040,23822,19621,61108,25172,14260,15539,17250,32045,30980,46335,27963,17755,19683,23662,22276,30049,29077,44849,43967
